nominaldiameter,facilityid,capacity_notes,life,rehab_project,capacity,feet_len,material,design_link,name,comment,install_date,sliplined,maintenance,objectid,rehab_year
8,K0444_K0445,,Active,,Less than 50 pct obligated,237.93511257,PVC,,Bridger Peaks,,1993,,City of Bozeman,1404,
8,K0443_K0444,,Active,,Less than 50 pct obligated,264.01370404,PVC,,Bridger Peaks,,1993,,City of Bozeman,1405,
8,K0442_K0443,,Active,,Less than 50 pct obligated,263.66104328,PVC,,Bridger Peaks,,1993,,City of Bozeman,1406,
8,K0441_K0442,,Active,,Less than 50 pct obligated,377.73019279,PVC,,Bridger Peaks,,1993,,City of Bozeman,1407,
8,K0440_K0441,,Active,,Less than 50 pct obligated,369.78644933,PVC,,Bridger Peaks,,1993,,City of Bozeman,1408,
8,K0439_K0440,,Active,,Less than 50 pct obligated,321.24572204,PVC,,Bridger Peaks,,1993,,City of Bozeman,1409,
8,K0438_K0439,,Active,,Less than 50 pct obligated,402.89612821,PVC,,Bridger Peaks,,1993,,City of Bozeman,1410,
12,K0419_K0436,,Active,,Less than 50 pct obligated,273.8551254,PVC,,Durston Road Sewer Ext,,1999,,City of Bozeman,1411,
12,K0413_K0419,,Active,,Less than 50 pct obligated,279.53236344,PVC,,SID 623,,1980,,City of Bozeman,1412,
12,K0474_K0413,,Active,,Less than 50 pct obligated,275.45488455,PVC,,Durston Road Sewer Ext,,1999,,City of Bozeman,1413,
14,K0435_K0436,,Active,,Less than 50 pct obligated,403.52135315,AC,,SID 623,,1980,,City of Bozeman,1414,
14,K0434_K0435,,Active,,Less than 50 pct obligated,403.58936026,AC,,SID 623,,1980,,City of Bozeman,1415,
14,K0433_K0434,,Active,,Less than 50 pct obligated,348.18328579,AC,,SID 623,,1980,,City of Bozeman,1416,
14,K0432_K0433,,Active,,Less than 50 pct obligated,359.63675963,AC,,SID 623,,1980,,City of Bozeman,1417,
14,K0428_K0432,,Active,,Less than 50 pct obligated,356.63558021,AC,,SID 623,,1980,,City of Bozeman,1418,
14,K0427_K0428,,Active,,Less than 50 pct obligated,363.79210748,AC,,SID 623,,1980,,City of Bozeman,1419,
14,K0423_K0427,,Active,,Less than 50 pct obligated,433.02900791,AC,,SID 623,,1980,,City of Bozeman,1420,
8,K0412_K0413,,Active,,Less than 50 pct obligated,399.99754178,PVC,,SID 623,,1980,,City of Bozeman,1421,
8,K0411_K0412,,Active,,Less than 50 pct obligated,400.14137242,PVC,,SID 623,,1980,,City of Bozeman,1422,
8,K0410_K0411,,Active,,Less than 50 pct obligated,399.22916789,PVC,,SID 623,,1980,,City of Bozeman,1423,
8,K0409_K0410,,Active,,Less than 50 pct obligated,400.00303369,PVC,,SID 623,,1980,,City of Bozeman,1424,
8,K0408_K0409,,Active,,Less than 50 pct obligated,399.7249616,PVC,,SID 623,,1980,,City of Bozeman,1425,
8,K0407_K0408,,Active,,Less than 50 pct obligated,236.13442706,PVC,,SID 623,,1980,,City of Bozeman,1426,
8,K0406_K0407,,Active,,Less than 50 pct obligated,148.28303577,PVC,,SID 623,,1980,,City of Bozeman,1427,
8,K0405_K0406,,Active,,Less than 50 pct obligated,232.19120365,PVC,,SID 623,,1980,,City of Bozeman,1428,
8,K0404_K0483,,Active,,Less than 50 pct obligated,167.07947538,PVC,,Spruce Meadows,,1995,,City of Bozeman,1429,
8,K0402_K0404,,Active,,Less than 50 pct obligated,207.92325387,PVC,,Spruce Meadows,,1995,,City of Bozeman,1430,
8,K0401_K0402,,Active,,Less than 50 pct obligated,255.04020448,PVC,,Spruce  Meadows,,1995,,City of Bozeman,1431,
8,K0520_K0521,,Active,,Less than 50 pct obligated,399.23796111,PVC,,SID 623,,1980,,City of Bozeman,1432,
8,K0473_K0474,,Active,,Less than 50 pct obligated,376.18789741,PVC,,Ferguson Meadows Subdivision,,2000,,City of Bozeman,1433,
8,K0472_K0473,,Active,,Less than 50 pct obligated,387.08613879,PVC,,Ferguson Meadows Subdivision,,2000,,City of Bozeman,1434,
8,K0471_K0472,,Active,,Less than 50 pct obligated,401.19645489,PVC,,Ferguson Meadows Subdivision,,2000,,City of Bozeman,1435,
8,K0470_K0471,,Active,,Less than 50 pct obligated,350.45382028,PVC,,Ferguson Meadows Subdivision,,2000,,City of Bozeman,1436,
8,K0469_K0470,,Active,,Less than 50 pct obligated,398.44874383,PVC,,Ferguson Meadows Subdivision,,2000,,City of Bozeman,1437,
8,K0468_K0469,,Active,,Less than 50 pct obligated,319.83807435,PVC,,Ferguson Meadows Subdivision,,2000,,City of Bozeman,1438,
8,K0476_K0474,,Active,,Less than 50 pct obligated,279.68303607,PVC,,Ferguson Meadows Subdivision,,2000,,City of Bozeman,1439,
8,K0477_K0476,,Active,,Less than 50 pct obligated,376.14688337,PVC,,Ferguson Meadows Subdivision,,2000,,City of Bozeman,1440,
8,K0418_K0419,,Active,,Less than 50 pct obligated,401.55388035,PVC,,SID 623,,1980,,City of Bozeman,1441,
8,K0307_L0302,,Active,,Less than 50 pct obligated,246.63722892,PVC,,Diamond Estates Subdivision No 2 Phase 1,,2004,,City of Bozeman,1442,
8,K0305_K0307,,Active,,Less than 50 pct obligated,243.34011355,PVC,,Diamond Estates Subdivision No 2 Phase 1,,2004,,City of Bozeman,1443,
8,K0308_L0301,,Active,,Less than 50 pct obligated,399.07840433,PVC,,Diamond Estates Subdivision No 2 Phase 1,,2004,,City of Bozeman,1444,
8,K0304_K0305,,Active,,Less than 50 pct obligated,409.16287423,PVC,,Diamond Estates Subdivision No 2 Phase 1,,2004,,City of Bozeman,1445,
21,L0306_K0309,,Active,,Greater than 75 pct obligated,53.92803768,PVC,http://weblink.bozeman.net/WebLink8/0/doc/194739/Electronic.aspx,Valley West,,2007,,City of Bozeman,1446,
21,K0309_K0310,,Active,,Greater than 75 pct obligated,285.62192488,PVC,http://weblink.bozeman.net/WebLink8/0/doc/194739/Electronic.aspx,Valley West,,2007,,City of Bozeman,1447,
8,L0427_L0426,,Active,,Less than 50 pct obligated,341.70742061,PVC,,Valley West Sub,,2007,,City of Bozeman,1448,
8,L0428_L0427,,Active,,Less than 50 pct obligated,338.4779173,PVC,,Valley West,,2007,,City of Bozeman,1449,
8,STUBS_L0427,,Active,,Less than 50 pct obligated,67.8628857,PVC,,Valley West,,2007,,City of Bozeman,1450,
8,L0429_L0428,,Active,,Less than 50 pct obligated,399.02382584,PVC,,Valley West,,2007,,City of Bozeman,1451,
18,L0313_L0312,,Active,,Greater than 75 pct obligated,312.27954298,PVC,http://weblink.bozeman.net/WebLink8/0/doc/194739/Electronic.aspx,Valley West,,2007,,City of Bozeman,1452,
18,L0314_L0313,,Active,,Greater than 75 pct obligated,354.99930416,PVC,http://weblink.bozeman.net/WebLink8/0/doc/194739/Electronic.aspx,Valley West,,2007,,City of Bozeman,1453,
18,L0315_L0314,,Active,,Greater than 75 pct obligated,353.99927084,PVC,http://weblink.bozeman.net/WebLink8/0/doc/194739/Electronic.aspx,Valley West,,2007,,City of Bozeman,1454,
18,L0426_L0315,,Active,,Greater than 75 pct obligated,381.43110277,PVC,http://weblink.bozeman.net/WebLink8/0/doc/194739/Electronic.aspx,Valley West,,2007,,City of Bozeman,1455,
18,L0425_L0426,,Active,,Greater than 75 pct obligated,257.25197964,PVC,http://weblink.bozeman.net/WebLink8/0/doc/194739/Electronic.aspx,Valley West,,2007,,City of Bozeman,1456,
8,N0303_N0302,,Active,,Less than 50 pct obligated,373.3592308,PVC,,Laurelglen Subdivision Phase 1,,2004,,City of Bozeman,1457,
8,N0304_N0303,,Active,,Less than 50 pct obligated,276.9622907,PVC,,Laurelglen Subdivision Phase 1,,2004,,City of Bozeman,1458,
8,N0305_N0306,,Active,,Less than 50 pct obligated,281.47677329,PVC,,Laurelglen Subdivision Phase 1,,2004,,City of Bozeman,1459,
8,N0310_N0309,,Active,,Less than 50 pct obligated,183.9602199,PVC,,Laurelglen Subdivision Phase 1,,2004,,City of Bozeman,1460,
8,N0311_N0312,,Active,,Less than 50 pct obligated,209.30172088,PVC,,Laurelglen Subdivision Phase 1,,2004,,City of Bozeman,1461,
8,N0313_N0316,,Active,,Less than 50 pct obligated,281.18495517,PVC,,Laurelglen Subdivision Phase 1,,2004,,City of Bozeman,1462,
8,M0303_N0313,,Active,,Less than 50 pct obligated,288.01097163,PVC,,Laurelglen Subdivision Phase 1,,2004,,City of Bozeman,1463,
8,N0327_N0326,,Active,,Less than 50 pct obligated,111.06908311,PVC,,Laurelglen Subdivision Phase 1,,2004,,City of Bozeman,1464,
8,N0328_N0305,,Active,,Less than 50 pct obligated,225.26874652,PVC,,Laurelglen Subdivision Phase 1,,2004,,City of Bozeman,1465,
8,N0337A_N0325,,Active,,Less than 50 pct obligated,113.44204627,PVC,,Laurel Glen Subdivision Phase 1,,2004,,City of Bozeman,1466,
8,N0326_N0337A,,Active,,Less than 50 pct obligated,162.31394728,PVC,,Laurel Glen Subdivision Phase 1,,2004,,City of Bozeman,1467,
8,K0102_K0101,,Active,,Less than 50 pct obligated,219.06137775,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,1468,
8,K0103_K0102,,Active,,Less than 50 pct obligated,221.3655869,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,1469,
8,K0111_K0110,,Active,,Less than 50 pct obligated,131.74206395,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,1470,
8,K0112_K0111,,Active,,Less than 50 pct obligated,194.84916555,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,1471,
10,K0115_K0116,,Active,,Less than 50 pct obligated,220.07310323,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,1472,
8,L0102_L0103,,Active,,Less than 50 pct obligated,276.78042414,PVC,,Baxter Meadows Subdivision Phase 1 ,,2001,,City of Bozeman,1473,
8,L0115_K0121,,Active,,Less than 50 pct obligated,277.70580239,PVC,,Baxter Meadows Estate Homes,,2004,,City of Bozeman,1474,
8,L0114_L0115,,Active,,Less than 50 pct obligated,217.8599784,PVC,,Baxter Meadows Estate Homes,,2004,,City of Bozeman,1475,
15,K0134_K0001,,Active,,Less than 50 pct obligated,218.0995807,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,1476,
15,K0123_K0134,,Active,,Less than 50 pct obligated,228.13364077,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,1477,
8,K0105_K0128,,Active,,Less than 50 pct obligated,214.87209905,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,1478,
8,K0127_K0105,,Active,,Less than 50 pct obligated,225.39955532,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,1479,
10,K0148_K0003,,Active,,Less than 50 pct obligated,219.30697913,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,1480,
10,K0118_K0148,,Active,,Less than 50 pct obligated,222.98421753,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,1481,
8,K0104_K0150,,Active,,Less than 50 pct obligated,162.43886537,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,1482,
15,K0144_K0145,,Active,,Less than 50 pct obligated,229.41941504,PVC,,Baxter Meadows,,2002,,City of Bozeman,1483,
8,L0121_L0114,,Active,,Less than 50 pct obligated,225.03622441,PVC,,Baxter Meadows Estate Homes,,2004,,City of Bozeman,1484,
8,K0110_K0109,,Active,,Less than 50 pct obligated,208.54009553,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,1485,
8,J0008_J0007,,Active,,Less than 50 pct obligated,383.58895778,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1486,
24,J0015_J0006,,Active,,Less than 50 pct obligated,341.92435518,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1487,
24,J0014_J0015,,Active,,Less than 50 pct obligated,172.1011855,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1488,
10,J0022_J0003,,Active,,Less than 50 pct obligated,318.85764073,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1489,
8,J0024_J0023,,Active,,Less than 50 pct obligated,400.69665118,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1490,
8,J0020_J0023,,Active,,Less than 50 pct obligated,223.18396513,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1491,
8,J0018_J0020,,Active,,Less than 50 pct obligated,390.90054475,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1492,
8,J0017_J0018,,Active,,Less than 50 pct obligated,140.36297213,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1493,
8,J0012_J0013,,Active,,Less than 50 pct obligated,168.44629538,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1494,
8,J0011_J0012,,Active,,Less than 50 pct obligated,181.46405407,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1495,
8,J0010_J0011,,Active,,Less than 50 pct obligated,160.09521827,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1496,
24,J0037_J0016,,Active,,Less than 50 pct obligated,407.25746028,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1497,
24,J0040_J0037,,Active,,Less than 50 pct obligated,256.9434803,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1498,
24,J0041_J0040,,Active,,Less than 50 pct obligated,297.58030297,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1499,
24,J0042_J0041,,Active,,Less than 50 pct obligated,210.16182966,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1500,
24,J0043_J0042,,Active,,Less than 50 pct obligated,281.19103906,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1501,
8,J0025_J0024,,Active,,Less than 50 pct obligated,262.43813411,PVC,,Cattail Creek Phase 2,,2002,,City of Bozeman,1502,
8,J0026_J0025,,Active,,Less than 50 pct obligated,319.18293176,PVC,,Cattail Creek Phase 2,,2002,,City of Bozeman,1503,
8,J0009_J0010,,Active,,Less than 50 pct obligated,157.26766204,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1504,
24,J0004_J0003,,Active,,Less than 50 pct obligated,277.91241665,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1505,
24,J0005_J0004,,Active,,Less than 50 pct obligated,276.20530297,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1506,
24,J0006_J0005,,Active,,Less than 50 pct obligated,286.37948021,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1507,
8,J0049_J0012,,Active,,Less than 50 pct obligated,121.68698979,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1508,
8,J0050_J0011,,Active,,Less than 50 pct obligated,191.04461917,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1509,
8,J0051_J0053,,Active,,Less than 50 pct obligated,104.46061829,PVC,,Cattail Creek Condos,,2002,,City of Bozeman,1510,
8,J0052_J0051,,Active,,Less than 50 pct obligated,119.45910665,PVC,,Cattail Creek Condos,,2002,,City of Bozeman,1511,
8,J0103_J0052,,Active,,Less than 50 pct obligated,348.77050068,PVC,,Baxter Square,,2004,,City of Bozeman,1512,
10,J0080_J0022,,Active,,Less than 50 pct obligated,135.00717641,PVC,,Cattail Creek Subdivision Phase 1,,2002,,City of Bozeman,1513,
24,I0001_I0002,,Active,,Less than 50 pct obligated,496.64492828,AC,,I-90 & N 19th Sewer Relocation - SID 665,,1999,,City of Bozeman,1514,
24,I0008_I0009,,Active,,Less than 50 pct obligated,400.08806868,PVC,,I-90 & N.19th Interchange Sewer Relocation,,1992,,City of Bozeman,1515,
10,I0015_I0014,,Active,,Less than 50 pct obligated,173.80771127,PVC,,Gallatin Center Costco,,1997,,City of Bozeman,1516,
10,I0018_I0017,,Active,,Less than 50 pct obligated,180.47893059,PVC,,Gallatin Center Costco,,1997,,City of Bozeman,1517,
10,I0019_I0018,,Active,,Less than 50 pct obligated,199.2255564,PVC,,Gallatin Center Costco,,1997,,City of Bozeman,1518,
10,I0020_I0019,,Active,,Less than 50 pct obligated,237.0728001,PVC,,Gallatin Center Costco,,1997,,City of Bozeman,1519,
10,I0033_I0020,,Active,,Less than 50 pct obligated,394.0619318,PVC,,Gallatin Center Costco,,1997,,City of Bozeman,1520,
8,I0021_I0018,,Active,,Less than 50 pct obligated,203.76726819,PVC,,Gallatin Center Costco,,1997,,Private,1521,
8,I0022_I0021,,Active,,Less than 50 pct obligated,167.22033054,PVC,,Gallatin Center Costco,,1997,,Private,1522,
8,STUBN_I0021,,Active,,Less than 50 pct obligated,175.11867352,PVC,,Gallatin Center Costco,,1997,,Private,1523,
8,I0023_I0022,,Active,,Less than 50 pct obligated,224.31786279,PVC,,Gallatin Center Costco,,1997,,Private,1524,
8,I0024_I0023,,Active,,Less than 50 pct obligated,261.99746242,PVC,,Gallatin Center Costco,,1997,,Private,1525,
8,I0025_I0024,,Active,,Less than 50 pct obligated,269.71284768,PVC,,Gallatin Center Costco,,1997,,Private,1526,
10,I0032_I0033,,Active,,Less than 50 pct obligated,88.19753839,PVC,,Gallatin Center,,1999,,City of Bozeman,1527,
8,I0031_I0032,,Active,,Less than 50 pct obligated,162.05433244,PVC,,Gallatin Center,,1999,,City of Bozeman,1528,
4,STUBS_I0031,"6"" or smaller main",Active,,Greater than 75 pct obligated,62.93512716,PVC,,Gallatin Center,,1999,,City of Bozeman,1529,
10,I0029_I0030,,Active,,Less than 50 pct obligated,167.60873216,PVC,,Gallatin Center,,1999,,City of Bozeman,1530,
10,I0028_I0029,,Active,,Less than 50 pct obligated,219.5290773,PVC,,Gallatin Center Max Ave,,2002,,City of Bozeman,1531,
8,I0027_I0030,,Active,,Less than 50 pct obligated,381.85039277,PVC,,Gallatin Center,,1999,,City of Bozeman,1532,
8,I0013_I0027,,Active,,Less than 50 pct obligated,166.8022054,PVC,,Gallatin Center,,1999,,City of Bozeman,1533,
24,I0111_I0001,,Active,,Less than 50 pct obligated,499.98701126,AC,,I-90 & N 19th Sewer Relocation - SID 665,,1999,,City of Bozeman,1534,
10,I0034_I0028,,Active,,Less than 50 pct obligated,223.02259064,PVC,,Gallatin Center,,1999,,City of Bozeman,1535,
8,I0035_I0034,,Active,,Less than 50 pct obligated,300.24768223,PVC,,Gallatin Center,,1999,,City of Bozeman,1536,
8,I0036_I0035,,Active,,Less than 50 pct obligated,259.63753786,PVC,,Gallatin Center,,1999,,City of Bozeman,1537,
10,I0042_I0020,,Active,,Less than 50 pct obligated,236.85662109,PVC,,Gallatin Center,,1999,,City of Bozeman,1538,
10,I0030_I0042,,Active,,Less than 50 pct obligated,240.06299395,PVC,,Gallatin Center,,1999,,City of Bozeman,1539,
8,H5005_H5004,,Active,,Less than 50 pct obligated,400.12002414,PVC,,Reeves Road Sewer Line,,1990,,City of Bozeman,1540,
8,I5023_I5022,,Active,,Less than 50 pct obligated,308.97575501,PVC,,Walker Properties,,1992,,City of Bozeman,1541,
8,H5003_I5023,,Active,,Less than 50 pct obligated,399.23439835,PVC,,Walker Properties,,1992,,City of Bozeman,1542,
8,I5024_I5022,,Active,,Less than 50 pct obligated,250.35642772,PVC,,Walker Properties,,1992,,City of Bozeman,1543,
8,H5002_H5003,,Active,,Less than 50 pct obligated,350.15128067,PVC,,Walker Properties,,1992,,City of Bozeman,1544,
8,H5001_H5002,,Active,,Less than 50 pct obligated,182.40170924,PVC,,Walker Properties,,1992,,City of Bozeman,1545,
30,I5025_I5026,,Active,,Greater than 75 pct obligated,508.86729367,AC,,WPCA 125,,1969,,City of Bozeman,1546,
8,I5017_I5018,,Active,,Less than 50 pct obligated,171.27840459,PVC,,Walker Properties,,1992,,City of Bozeman,1547,
8,I5016_I5017,,Active,,Less than 50 pct obligated,235.85313782,PVC,,Walker Properties,,1992,,City of Bozeman,1548,
8,I5015_I5016,,Active,,Less than 50 pct obligated,222.74079563,PVC,,Walker Properties,,1992,,City of Bozeman,1549,
24,I5001_I5002,,Active,,50 to 75 pct obligated,397.56371853,PVC,,I-90 & N.19th Interchange Sewer Relocation,,1992,,City of Bozeman,1550,
24,I0010_I5001,,Active,,50 to 75 pct obligated,498.47085898,PVC,,I-90 & N.19th Interchange Sewer Relocation,,1992,,City of Bozeman,1551,
24,I5002_I5006,,Active,,50 to 75 pct obligated,304.51444989,PVC,,I-90 & N 19th Interchange,,1992,,City of Bozeman,1552,
8,I5102_I5024,,Active,,Less than 50 pct obligated,173.55621222,PVC,,Walker Properties,,1992,,City of Bozeman,1553,
30,I5026_WWTP,,Active,,Greater than 75 pct obligated,175.43881156,AC,,WPCA 125,,1969,,City of Bozeman,1554,
20,H0002_H5011,,Active,,50 to 75 pct obligated,502.44314195,AC,,WPCA 125,,1969,,City of Bozeman,1555,
20,H0004_H0002,,Active,,50 to 75 pct obligated,373.51431228,AC,,WPCA 125,,1969,,City of Bozeman,1556,
20,H0005_H0004,,Active,,50 to 75 pct obligated,374.10592651,AC,,WPCA 125,,1969,,City of Bozeman,1557,
20,H0008_H0005,,Active,,50 to 75 pct obligated,299.13053589,AC,,WPCA 125,,1969,,City of Bozeman,1558,
20,H0010_H0008,,Active,,50 to 75 pct obligated,346.79487388,AC,,WPCA 125,,1969,,City of Bozeman,1559,
20,H0012_H0010,,Active,,50 to 75 pct obligated,353.14741344,AC,,WPCA 125,,1969,,City of Bozeman,1560,
20,H0013_H0012,,Active,,Less than 50 pct obligated,176.2483706,AC,,WPCA 125,,1969,,City of Bozeman,1561,
20,H0001_H5010,,Active,,50 to 75 pct obligated,502.74048298,AC,,EPA,,1980,,City of Bozeman,1562,
20,H0003_H0001,,Active,,50 to 75 pct obligated,372.23788177,AC,,EPA,,1980,,City of Bozeman,1563,
20,H0006_H0003,,Active,,50 to 75 pct obligated,374.71566181,AC,,EPA,,1980,,City of Bozeman,1564,
20,H0007_H0006,,Active,,50 to 75 pct obligated,293.38513689,AC,,EPA,,1980,,City of Bozeman,1565,
20,H0009_H0007,,Active,,50 to 75 pct obligated,351.2868996,AC,,EPA,,1980,,City of Bozeman,1566,
20,H0011_H0009,,Active,,50 to 75 pct obligated,352.43893156,AC,,EPA,,1980,,City of Bozeman,1567,
20,H0017_H0011,,Active,,Less than 50 pct obligated,264.04926945,AC,,EPA,,1980,,City of Bozeman,1568,
12,G0021_G0022,,Active,,Less than 50 pct obligated,123.47042664,PVC,,Wheat Drive Sanitary Sewer Improvements,,1988,,City of Bozeman,1569,
